user,author_login,committer_login
None,24699,701
bonzini,135,701
None,24699,701
None,24699,701
bonzini,135,701
bonzini,135,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
sean-jc,218,701
None,24699,701
None,24699,701
wcwxyz,3,701
None,24699,701
None,24699,701
None,24699,701
None,24699,701
bonzini,135,701
None,24699,4802
GuoqingJiang,8,4802
None,24699,4802
None,24699,4802
vitkyrka,18,4802
Reinis,1,4802
jhovold,139,4802
bzolnier,32,4802
None,24699,4802
ColinIanKing,589,4802
None,24699,10749
ickle,928,1279
nathanchance,125,121
None,24699,4802
Madhumitha,47,4802
Madhumitha,47,4802
Madhumitha,47,4802
realwakka,6,4802
Madhumitha,47,4802
None,24699,4802
Detegr,1,4802
GustavoARSilva,499,4802
Madhumitha,47,4802
Madhumitha,47,4802
None,24699,4802
gbittencourt,15,4802
bzolnier,32,4802
mosescb,8,4802
Madhumitha,47,4802
djunho,1,4802
gbittencourt,15,4802
None,24699,4802
None,24699,4802
whatust,1,4802
caio96,1,4802
None,24699,4802
BeatrizCarvalho,2,4802
ColinIanKing,589,120
cgro,21,4802
cgro,21,4802
cgro,21,4802
cgro,21,4802
cgro,21,4802
cgro,21,4802
cgro,21,4802
cgro,21,4802
cgro,21,4802
cgro,21,4802
cgro,21,4802
cgro,21,4802
jhovold,139,4802
Madhumitha,47,4802
ColinIanKing,589,4802
None,24699,4802
None,24699,4802
None,24699,4802
Fabo,24,2
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
ian-abbott,30,4802
ian-abbott,30,4802
ColinIanKing,589,1036
ColinIanKing,589,4802
None,24699,4802
None,24699,4802
gregkh,569,4802
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
AlanStern,47,4802
mripard,287,4802
mripard,287,4802
mripard,287,4802
malaterre,47,4802
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
mchehab,361,4802
jckuo,7,4802
jckuo,7,4802
None,24699,4802
None,24699,10749
None,24699,10749
virtuoso,80,39
virtuoso,80,39
None,24699,1036
ickle,928,1279
None,24699,10749
None,24699,80
None,24699,80
bonzini,135,701
Seiya-Pegasus,3,59
coxuintel,12,12
Seiya-Pegasus,3,59
Fabo,24,59
Fabo,24,59
None,24699,10749
Fabo,24,59
None,24699,10749
alban,4,911
fomichev,151,911
None,24699,911
gobenji,23,911
gobenji,23,911
qmonnet,43,911
qmonnet,43,911
qmonnet,43,911
qmonnet,43,911
qmonnet,43,911
None,24699,10749
None,24699,10749
wdebruij,48,911
alan-maguire,9,911
fomichev,151,911
Fabo,24,59
anakryiko,225,911
anakryiko,225,911
anakryiko,225,911
None,24699,10749
mhiramat,105,48
skitt,6,4
bvanassche,301,42
samitolvanen,14,8
None,24699,1435
zhonglzli,2,1435
None,24699,1435
None,24699,1435
cxgbit,14,1435
cxgbit,14,1435
cxgbit,14,1435
None,24699,1435
None,24699,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
herbertx,64,1079
superna9999,247,319
superna9999,247,319
superna9999,247,319
superna9999,247,319
jeromebrunet,195,319
None,24699,10749
None,24699,24
None,24699,24
eballetbo,68,24
eballetbo,68,24
None,24699,24
eballetbo,68,24
None,24699,24
TinyWindzz,42,24
TinyWindzz,42,24
TinyWindzz,42,24
myungjoo,2,24
TinyWindzz,42,24
TinyWindzz,42,24
robherring,196,24
ColinIanKing,589,7902
davem330,1159,7902
None,24699,7902
None,24699,7902
None,24699,7902
hkallweit,317,7902
maksymko,2,248
mine260309,3,248
lategoodbye,68,248
torvalds,2374,3772
johnpgarry,58,1435
johnpgarry,58,1435
johnpgarry,58,1435
johnpgarry,58,1435
johnpgarry,58,1435
johnpgarry,58,1435
davem330,1159,7902
jahurley,52,7902
jahurley,52,7902
jahurley,52,7902
jahurley,52,7902
jahurley,52,7902
jahurley,52,7902
jahurley,52,7902
jahurley,52,7902
jahurley,52,7902
jahurley,52,7902
jahurley,52,7902
superna9999,247,319
superna9999,247,319
superna9999,247,319
khilman,16,319
khilman,16,319
superna9999,247,319
WOnder93,31,95
torvalds,2374,3772
WOnder93,31,95
None,24699,1195
tmlind,227,153
tmlind,227,153
tmlind,227,153
tmlind,227,153
tmlind,227,153
tmlind,227,153
sre,17,153
davem330,1159,7902
None,24699,7902
IronShen,51,7902
davem330,1159,7902
lxin,144,7902
lxin,144,7902
None,24699,7902
davem330,1159,7902
idosch,124,7902
idosch,124,7902
idosch,124,7902
bulwahn,5,7902
qsn,7,7902
None,24699,7902
zear,14,153
zear,14,153
mdnavare,18,24
eballetbo,68,153
davem330,1159,7902
davem330,1159,7902
aurel32,5,400
ryderlee1110,35,59
ryderlee1110,35,59
axboe,246,1195
sfrothwell,34,412
None,24699,95
vsyrjala,405,100
vsyrjala,405,100
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
Mani-Sadhasivam,79,40
arndb,686,539
axboe,246,1195
None,24699,80
None,24699,80
kishon,64,217
kishon,64,217
kishon,64,217
kishon,64,217
kishon,64,217
kishon,64,217
kishon,64,217
kishon,64,217
kishon,64,217
kishon,64,217
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
sean-jc,218,701
ickle,928,1279
None,24699,80
dianders,101,80
eballetbo,68,80
tiwai,356,837
None,24699,298
None,24699,298
None,24699,298
None,24699,298
None,24699,298
None,24699,298
ppaillet,22,3233
ppaillet,22,3233
None,24699,298
storulf,72,298
None,24699,132
ColinIanKing,589,120
ollpu,1,837
ldebieve,9,1079
ldebieve,9,1079
None,24699,4802
None,24699,10749
None,24699,10749
None,24699,10749
akemnade,29,393
AxelLin,224,3233
AxelLin,224,3233
AxelLin,224,3233
AxelLin,224,3233
AxelLin,224,3233
AxelLin,224,3233
AxelLin,224,3233
AxelLin,224,3233
None,24699,270
None,24699,102
AxelLin,224,3233
AxelLin,224,3233
takeshikihara,31,270
paulgortmaker,32,102
None,24699,44
None,24699,44
None,24699,44
None,24699,393
None,24699,393
hfreude,23,19
airlied,298,323
None,24699,412
None,24699,412
None,24699,412
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
djwong,180,534
djwong,180,534
djwong,180,534
djwong,180,534
None,24699,534
None,24699,534
None,24699,534
None,24699,534
torvalds,2374,3772
torvalds,2374,3772
davem330,1159,7902
None,24699,7902
None,24699,10749
davem330,1159,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
hkallweit,317,7902
davem330,1159,7902
hkallweit,317,7902
hkallweit,317,7902
davem330,1159,7902
321lipeng,14,7902
321lipeng,14,7902
IronShen,51,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
IronShen,51,7902
IronShen,51,7902
IronShen,51,7902
IronShen,51,7902
None,24699,7902
davem330,1159,7902
hkallweit,317,7902
hkallweit,317,7902
hkallweit,317,7902
None,24699,10
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
xiaochenshen,6,6
None,24699,672
it-klinger,14,672
it-klinger,14,672
it-klinger,14,672
None,24699,672
ColinIanKing,589,672
None,24699,672
Bobby-Soliis-Jones,4,672
Bobby-Soliis-Jones,4,672
None,24699,672
marceloschmitt1,12,672
marceloschmitt1,12,672
it-klinger,14,672
it-klinger,14,672
ndreys,195,672
ndreys,195,672
ndreys,195,672
biabeniamin,15,672
biabeniamin,15,672
stefpopa,30,672
melissawen,5,672
None,24699,672
LorenzoBianconi,272,672
charleskeepax,80,182
None,24699,672
zear,14,672
paulgortmaker,32,421
zear,14,672
plbossart,220,421
plbossart,220,421
plbossart,220,421
None,24699,10749
axboe,246,1195
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
bjorn-helgaas,195,434
bjorn-helgaas,195,434
bjorn-helgaas,195,434
torvalds,2374,3772
torvalds,2374,3772
dcui,43,35
None,24699,412
ramosian-glider,8,412
None,24699,412
None,24699,412
None,24699,10749
lwfinger,81,77
lwfinger,81,77
ColinIanKing,589,120
None,24699,10749
GustavoARSilva,499,158
None,24699,10749
tiwai,356,837
tiwai,356,837
tiwai,356,837
dhowells,252,249
None,24699,249
dhowells,252,249
None,24699,249
arndb,686,249
ickle,928,1279
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
None,24699,1435
Luojiaxing1991,41,1435
Luojiaxing1991,41,1435
None,24699,1435
None,24699,1435
None,24699,1435
johnpgarry,58,1435
None,24699,1435
None,24699,1435
martinkpetersen,12,1435
bulwahn,5,1
davem330,1159,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
GustavoARSilva,499,7902
davem330,1159,7902
kuba-moo,270,7902
kuba-moo,270,7902
kuba-moo,270,7902
ssuryaextr,15,7902
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
hreinecke,24,1435
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
dsahern,188,7902
ColinIanKing,589,1435
davem330,1159,7902
jaltman,1,7902
dhowells,252,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
ColinIanKing,589,7902
ColinIanKing,589,7902
davem330,1159,7902
jpirko,227,7902
jpirko,227,7902
IoanaCiornei,55,7902
None,24699,22
julianwiedmann,155,7902
julianwiedmann,155,7902
julianwiedmann,155,7902
rdna,38,28
None,24699,10749
bobpaauwe,5,100
cdleonard,70,572
None,24699,10749
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
rdna,38,28
finley1226,8,258
dianders,101,258
lsgunth,56,434
dianders,101,258
dianders,101,258
nathanchance,125,59
mwilck,15,1195
mwilck,15,1195
mwilck,15,1195
mwilck,15,1195
mwilck,15,1195
None,24699,10749
robherring,196,453
sgruszka,84,38
vijayakumar-durai1,1,1
nbd168,125,345
nbd168,125,345
nbd168,125,345
None,24699,1279
None,24699,10749
None,24699,1279
None,24699,10749
paulburton,126,400
None,24699,10749
None,24699,10749
robherring,196,453
robherring,196,453
robherring,196,453
None,24699,59
davem330,1159,7902
Fabo,24,59
Fabo,24,59
Fabo,24,59
rikvanriel,6,5
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,61
None,24699,61
None,24699,7902
erinlo,5,59
yunfeidongmediatek,6,59
rogerq,31,368
rogerq,31,368
WeiyiLu,16,572
None,24699,10749
None,24699,10749
None,24699,10749
amingriyue,11,11
amingriyue,11,11
None,24699,10749
None,24699,10749
mhiramat,105,205
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
None,24699,368
torvalds,2374,3772
None,24699,10749
None,24699,10749
jonhunter,30,14
pujars,35,10
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
None,24699,1195
None,24699,1195
None,24699,1195
None,24699,1195
None,24699,1195
torvalds,2374,3772
kengiter,88,15
ColinIanKing,589,1036
brgl,206,216
brgl,206,216
brgl,206,216
brgl,206,216
brgl,206,216
brgl,206,216
None,24699,434
wildea01,72,205
dsharma283,14,1036
None,24699,10749
vsyrjala,405,411
vsyrjala,405,411
ickle,928,1279
None,24699,10749
bijudas,134,270
bijudas,134,270
bijudas,134,270
bijudas,134,270
bijudas,134,270
bijudas,134,270
bijudas,134,270
bijudas,134,270
None,24699,270
None,24699,270
None,24699,270
Villemoes,57,13
dianders,101,258
dianders,101,258
tiwai,356,837
LuBaolu,60,367
LuBaolu,60,367
LuBaolu,60,367
LuBaolu,60,367
joergroedel,56,367
tiwai,356,837
tiwai,356,837
ojeda,7,31
None,24699,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
notro,78,3233
None,24699,258
None,24699,10749
None,24699,258
dianders,101,258
storulf,72,298
storulf,72,298
storulf,72,298
AxelLin,224,3233
AxelLin,224,3233
AxelLin,224,3233
zhang-rui,36,83
None,24699,10749
ujfalusi,101,21
ujfalusi,101,21
ujfalusi,101,21
NicolasDichtel,15,7
None,24699,411
None,24699,411
None,24699,10749
Kwiboo,32,2
airlied,298,323
davem330,1159,7902
davem330,1159,7902
davem330,1159,7902
davem330,1159,7902
davem330,1159,7902
davem330,1159,7902
vbuslov,121,7902
dsahern,188,7902
None,24699,7902
airlied,298,323
airlied,298,323
JasonYanHw,21,1195
charleskeepax,80,9
davem330,1159,7902
None,24699,412
None,24699,412
None,24699,412
None,24699,412
None,24699,10749
fomichev,151,911
None,24699,10749
None,24699,10749
None,24699,10749
chrisccoulson,2,2
borkmann,165,911
davem330,1159,7902
dsahern,188,7902
dsahern,188,7902
dsahern,188,7902
dsahern,188,7902
dsahern,188,7902
dsahern,188,7902
dsahern,188,7902
dsahern,188,7902
dsahern,188,7902
dsahern,188,7902
torvalds,2374,3772
Anson-Huang,263,452
Anson-Huang,263,452
andy-shev,382,452
None,24699,452
dsahern,188,7902
None,24699,434
None,24699,434
ColinIanKing,589,7902
None,24699,7902
airlied,298,323
ddandyduan,15,7902
borkmann,165,911
alan-maguire,9,911
alan-maguire,9,911
alan-maguire,9,911
alan-maguire,9,911
None,24699,7902
vsyrjala,405,411
pcercuei,130,572
storulf,72,298
pcercuei,130,572
mwgonzalez,34,572
andersson,110,572
andersson,110,572
andersson,110,572
andersson,110,572
jamesjjliao,1,572
WeiyiLu,16,572
WeiyiLu,16,572
WeiyiLu,16,572
WeiyiLu,16,572
superna9999,247,121
TinyWindzz,42,121
arndb,686,121
None,24699,572
None,24699,572
None,24699,572
fomichev,151,911
ickle,928,1279
ickle,928,1279
None,24699,1279
ickle,928,1279
None,24699,10749
dianders,101,258
None,24699,10749
chucklever,151,150
chucklever,151,150
None,24699,10749
None,24699,412
None,24699,412
None,24699,412
None,24699,572
None,24699,572
None,24699,10749
None,24699,572
mchehab,361,1879
mchehab,361,1879
mchehab,361,1879
mchehab,361,1879
mchehab,361,1879
mchehab,361,1879
mchehab,361,1879
mchehab,361,1879
None,24699,10749
tretter,13,572
tretter,13,572
tretter,13,572
vbuslov,121,7902
rajanv-xilinx,10,572
rajanv-xilinx,10,572
None,24699,7902
vsyrjala,405,411
vsyrjala,405,411
None,24699,7902
davem330,1159,7902
teknoraver,53,7902
teknoraver,53,7902
davem330,1159,7902
None,24699,7902
karstengr,17,7902
None,24699,7902
kengiter,88,7902
karstengr,17,7902
tiwai,356,837
bebarino,238,572
bebarino,238,572
None,24699,10749
bebarino,238,572
None,24699,116
None,24699,116
None,24699,116
None,24699,116
linusw,372,116
masahir0y,495,205
raphaelgault,4,205
rikvanriel,6,5
vivijim,34,100
rikvanriel,6,5
None,24699,10749
None,24699,367
None,24699,367
None,24699,367
rostedt,78,295
arndb,686,539
None,24699,367
axboe,246,1195
None,24699,367
None,24699,10749
jsmart-gh,201,12
LuBaolu,60,367
LuBaolu,60,367
LuBaolu,60,367
LuBaolu,60,367
LuBaolu,60,367
joergroedel,56,367
None,24699,367
None,24699,10749
LuBaolu,60,367
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
kraxel,142,200
kraxel,142,200
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
alexandrebelloni,292,452
None,24699,10749
notro,78,76
notro,78,76
notro,78,76
wwladi,1,401
rikvanriel,6,5
None,24699,434
yuqijin16,2,367
abelvesa,43,856
linusw,372,856
None,24699,10749
None,24699,10749
None,24699,10749
wangbaolin719,73,856
alexandrebelloni,292,856
alexandrebelloni,292,856
alexandrebelloni,292,856
None,24699,856
None,24699,856
digetx,134,367
digetx,134,367
digetx,134,367
katsuster,20,258
mmind,44,258
mmind,44,258
tiwai,356,837
JpegXguy,6,258
JpegXguy,6,258
dianders,101,258
None,24699,258
arndb,686,539
arndb,686,539
JoePerches,51,11
arndb,686,539
arndb,686,539
arndb,686,539
arndb,686,539
arndb,686,539
None,24699,10749
None,24699,258
AxelLin,224,3233
AxelLin,224,3233
AxelLin,224,3233
AxelLin,224,3233
wildea01,72,205
Faiz-Abbas,21,298
kishon,64,217
kishon,64,217
kishon,64,217
kishon,64,217
kishon,64,217
kishon,64,217
YFESTM,33,72
YFESTM,33,72
YFESTM,33,72
YFESTM,33,72
YFESTM,33,72
None,24699,72
ppaillet,22,72
None,24699,72
None,24699,72
None,24699,72
None,24699,72
None,24699,72
None,24699,72
None,24699,72
None,24699,72
None,24699,72
None,24699,72
None,24699,72
None,24699,72
None,24699,72
None,24699,72
airlied,298,323
airlied,298,323
airlied,298,323
hwang4canonical,26,2
kishon,64,217
None,24699,10749
None,24699,10749
agners,46,25
fomichev,151,911
fomichev,151,911
fomichev,151,911
pbhole,9,911
rdna,38,911
None,24699,1279
None,24699,1279
borkmann,165,911
None,24699,1279
None,24699,1279
None,24699,1279
None,24699,1279
None,24699,1279
Anson-Huang,263,201
mripard,287,393
Anson-Huang,263,201
Anson-Huang,263,201
Anson-Huang,263,201
LorenzoBianconi,272,7902
Anson-Huang,263,201
None,24699,10749
ndreys,195,106
ndreys,195,106
ndreys,195,106
ndreys,195,106
ndreys,195,106
dbaluta,55,21
ickle,928,1279
LorenzoBianconi,272,7902
None,24699,7902
fabioestevam,120,53
fabioestevam,120,53
None,24699,7902
jasowang,18,7902
aford173,36,10
aford173,36,10
aford173,36,10
aford173,36,10
kuba-moo,270,7902
legoater,39,1021
None,24699,7902
Anson-Huang,263,201
xiongzha,9,7
neuschaefer,59,32
neuschaefer,59,32
neuschaefer,59,32
fabioestevam,120,53
glneo,24,3
glneo,24,3
glneo,24,3
davem330,1159,7902
dorileo,2,7902
dorileo,2,7902
ndreys,195,106
ndreys,195,106
ndreys,195,106
ndreys,195,106
ndreys,195,106
ndreys,195,106
ndreys,195,106
ndreys,195,106
ndreys,195,106
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
liuhangbin,29,7902
None,24699,10749
None,24699,10749
baxeno,12,6
baxeno,12,6
baxeno,12,6
baxeno,12,6
baxeno,12,6
kuba-moo,270,7902
bebarino,238,572
kbrown9,21,6
kbrown9,21,6
kbrown9,21,6
DavidMueller0,1,572
axboe,246,1195
None,24699,97
None,24699,97
None,24699,97
None,24699,97
None,24699,97
None,24699,97
None,24699,97
None,24699,97
None,24699,1195
None,24699,10749
ffainelli,169,453
miquelraynal,114,453
mripard,287,453
mripard,287,453
mripard,287,453
cpackham,45,453
kuba-moo,270,7902
tyreld,12,434
tyreld,12,434
None,24699,434
None,24699,10749
None,24699,10749
pevik,8,5
None,24699,10749
thejh,59,20
ickle,928,1279
davem330,1159,7902
kuba-moo,270,7902
kuba-moo,270,7902
kuba-moo,270,7902
atseanpaul,88,145
None,24699,10749
dsahern,188,7902
torvalds,2374,3772
davem330,1159,7902
None,24699,7902
None,24699,7902
ffainelli,169,400
davem330,1159,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
None,24699,7902
kraxel,142,200
kraxel,142,200
kraxel,142,200
tthayer-intel,28,12
tthayer-intel,28,12
davem330,1159,7902
idosch,124,7902
idosch,124,7902
idosch,124,7902
idosch,124,7902
idosch,124,7902
idosch,124,7902
idosch,124,7902
None,24699,10749
None,24699,10749
leeonadoh,28,28
leeonadoh,28,28
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
tthayer-intel,28,12
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,1195
None,24699,10749
None,24699,1036
mark-bloch,22,1036
mark-bloch,22,1036
mark-bloch,22,1036
mark-bloch,22,1036
mark-bloch,22,1036
mark-bloch,22,1036
mark-bloch,22,1036
mark-bloch,22,1036
mark-bloch,22,1036
mark-bloch,22,1036
None,24699,10749
None,24699,10749
jgunthorpe,164,1036
mdnavare,18,24
None,24699,10749
kengiter,88,15
thejh,59,20
thejh,59,20
thejh,59,20
None,24699,22
torvalds,2374,3772
avpatel,26,80
fvincenzo,53,205
None,24699,10749
krzk,230,182
krzk,230,182
mwgonzalez,34,3233
jnikula,235,100
None,24699,100
None,24699,100
tmlind,227,368
None,24699,182
None,24699,1195
None,24699,1195
None,24699,10749
arndb,686,539
huth,27,1
julianwiedmann,155,24
julianwiedmann,155,24
julianwiedmann,155,24
julianwiedmann,155,24
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
gerald-schaefer,21,19
hfreude,23,19
None,24699,10749
None,24699,1279
None,24699,1279
GustavoARSilva,499,158
rostedt,78,295
None,24699,10749
mripard,287,393
mripard,287,393
rikvanriel,6,5
None,24699,1195
None,24699,1195
pierreKuo2Git,1,453
mripard,287,453
robherring,196,453
robherring,196,453
None,24699,10749
Algodev-github,40,1195
None,24699,10749
tiwai,356,837
avagin,6,1
tiwai,356,1279
jnikula,235,346
None,24699,10749
None,24699,346
None,24699,346
None,24699,118
jmberg,171,391
andrewshadura,1,1
bvanassche,301,42
ranj063,37,3233
kees,132,149
AxelLin,224,3233
AxelLin,224,3233
AxelLin,224,3233
AxelLin,224,3233
None,24699,3233
None,24699,3233
tlendacky,16,10
None,24699,10749
vitor-soares-snps,11,8
vitor-soares-snps,11,8
None,24699,270
None,24699,270
None,24699,270
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
TinyWindzz,42,14
None,24699,10749
jbeulich,10,6
magnus-karlsson,31,911
yonghong-song,45,911
valschneider,31,23
valschneider,31,23
None,24699,10749
None,24699,10749
None,24699,146
tiwai,356,837
tiwai,356,837
mark-bloch,22,36
mark-bloch,22,36
mpe,86,1021
None,24699,103
tytso,39,214
chunkeey,33,103
masneyb,79,103
masneyb,79,103
masneyb,79,103
masneyb,79,103
mwgonzalez,34,103
agross-korg,5,103
idlethread,85,103
idlethread,85,103
idlethread,85,103
idlethread,85,103
idlethread,85,103
idlethread,85,103
idlethread,85,103
idlethread,85,103
idlethread,85,103
computersforpeace,27,3772
masneyb,79,103
tytso,39,214
paul-walmsley-sifive,48,80
torvalds,2374,3772
torvalds,2374,3772
bvanassche,301,1435
None,24699,10749
borkmann,165,911
joestringer,2,2
borkmann,165,911
borkmann,165,911
borkmann,165,911
borkmann,165,911
joestringer,2,2
borkmann,165,911
borkmann,165,911
borkmann,165,911
borkmann,165,911
borkmann,165,911
borkmann,165,911
borkmann,165,911
borkmann,165,911
borkmann,165,911
paulburton,126,400
paulburton,126,400
paulburton,126,400
paulburton,126,400
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
tmlind,227,153
mhennerich,6,153
mhennerich,6,153
storulf,72,298
storulf,72,298
storulf,72,298
None,24699,10749
None,24699,10749
None,24699,10749
hkallweit,317,7902
koct9i,36,9
ogerlitz,5,5
CosmicSpaceGoose,13,11
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
davem330,1159,7902
jpirko,227,7902
jpirko,227,7902
jpirko,227,7902
davem330,1159,7902
None,24699,10749
None,24699,10749
None,24699,10749
None,24699,10749
GustavoARSilva,499,158
tiwai,356,837
tiwai,356,837
GustavoARSilva,499,158
GustavoARSilva,499,158
avpatel,26,80
tmlind,227,368
tmlind,227,368
tmlind,227,368
rogerq,31,368
dgerlach,3,368
dgerlach,3,368
binbinwu1,2,360
tiwai,356,837
tiwai,356,837
tiwai,356,837
glneo,24,368
None,24699,10749
None,24699,10749
None,24699,368
glneo,24,368
glneo,24,368
None,24699,368
None,24699,368
kishon,64,368
digetx,134,77
digetx,134,77
digetx,134,77
digetx,134,77
digetx,134,77
digetx,134,77
digetx,134,77
minwooim,27,1195
None,24699,1195
None,24699,1195
masahir0y,495,401
masahir0y,495,401
pevik,8,401
None,24699,1036
jgunthorpe,164,1036
None,24699,182
None,24699,102
None,24699,393
None,24699,391
None,24699,205
None,24699,205
yuq,10,16
yuq,10,16
tiwai,356,837
wildea01,72,205
None,24699,205
None,24699,205
None,24699,205
None,24699,205
wildea01,72,205
wildea01,72,205
wildea01,72,205
wildea01,72,205
wildea01,72,205
TinyWindzz,42,14
TinyWindzz,42,14
None,24699,57
None,24699,57
None,24699,57
None,24699,57
None,24699,205
None,24699,205
None,24699,205
kaeze,1,1
superna9999,247,154
superna9999,247,154
superna9999,247,154
superna9999,247,154
superna9999,247,154
superna9999,247,154
acpibob,23,23
SchmErik,26,26
acpibob,23,23
SchmErik,26,26
superna9999,247,154
superna9999,247,154
superna9999,247,154
acpibob,23,23
superna9999,247,154
superna9999,247,154
None,24699,57
superna9999,247,154
superna9999,247,154
ickle,928,1279
superna9999,247,154
None,24699,393
acpibob,23,23
acpibob,23,23
SchmErik,26,26
wens,102,393
None,24699,10749
wens,102,393
clementperon,35,393
clementperon,35,393
clementperon,35,393
clementperon,35,393
None,24699,393
techping,2,393
davem330,1159,7902
w-simon,89,57
ideak,71,100
torvalds,2374,3772
torvalds,2374,3772
torvalds,2374,3772
cxgbit,14,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
bvanassche,301,1435
ColinIanKing,589,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
jsmart-gh,201,1435
bvanassche,301,1435
davem330,1159,7902
None,24699,7902
None,24699,7902
GustavoARSilva,499,158
GustavoARSilva,499,158
GustavoARSilva,499,158
GustavoARSilva,499,158
GustavoARSilva,499,158
GustavoARSilva,499,158
GustavoARSilva,499,158
GustavoARSilva,499,158
GustavoARSilva,499,158
GustavoARSilva,499,158
GustavoARSilva,499,158
pthomas,1,7902
GustavoARSilva,499,158
